SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
MCL-28	1	0.366829574197419
UNMC-18	1	-0.23686754649637
GROUP7-15	1	0.0618031530879731
IA1857	1	-0.0570896284875329
MCL-38	1	0.320173395375906
MCL-138	1	0.081964173668639
MCL-98	1	0.0456836464785089
MCL-33	1	0.181549628680953
GROUP4-1	1	-0.00436307332473357
GROUP7-13	1	0.298936792586957
GROUP6-4	1	0.221391892482863
UNMC-28	1	0.08074488517522
UNMC-64	1	-0.0851056970307469
IA2745	1	0.0268233617557673
MCL-128	1	-0.155404847264343
GROUP7-2	1	0.170557776159003
MCL-35	1	-0.109376978884975
GROUP6-1	1	0.128201969757447
UNMC-23	1	0.325449671254599
MCL-71	1	0.130274129800906
UNMC-44	1	0.256971850689267
UNMC-31	1	0.0691043676286132
GROUP7-5	1	0.222132401161736
UNMC-97	1	0.29626060418652
MCL-61	1	0.0734551529138183
GROUP5-3	1	0.154059858842586
GROUP5-7	1	0.00873600119272185
GROUP4-5	1	-0.0772591771440176
HUMC-12	1	-0.273473342477109
UNMC-88	1	-0.0796237122513751
UNMC-39	1	0.122223072124454
MCL-24	1	0.119800481224775
UNMC-37	1	0.321084050254855
GROUP4-10	1	0.174384313814353
MCL-109	1	0.0318361030724092
SC01-10	1	-0.000682069561314568
UNMC-59	2	0.404685448744871
HUMC-8	2	-0.0654642555729489
UNMC-16	2	-0.0373185886706084
WCM062	2	0.104493826369788
GROUP4-9	2	0.178946142018242
UNMC-68-A2	2	-0.0835862378164778
SPECS-3163	2	0.05458013999921
UNMC-5	2	0.042537673565765
S94-7	2	0.16726841336203
GROUP7-1	2	0.177622527046832
M47-027	2	0.173433385294834
HUMC3	2	0.222021979862957
GROUP5-6	2	0.0390307924587302
GROUP4-7	2	0.105266441769891
M22-51	2	-0.1432026278074
HUMC-6	2	0.131094377377639
S03-3	2	0.270523124419764
IA2268	2	-0.0251216334237036
GROUP4-4	2	0.451395496584299
GROUP6-3	2	0.300249748335688
MCL-39	2	0.179178892901069
UNMC-90	2	0.0697504703398835
UNMC-6	2	0.208815172031999
GROUP7-14	2	0.032592130948532
HUMC5	2	0.197023211307732
MCL-75	2	0.239156274122301
GROUP5-5	2	0.0394588777443385
HUMC1	2	0.121017438060695
UNMC-85	2	0.0566208861810098
M47-025	2	0.00890470486292579
IA834	2	-0.215588667267363
GROUP5-2	2	-0.0883804353763094
MCL-45	2	0.187765986023882
UNMC-81	3	0.0420166553319016
WCM032	3	0.150016665380965
GROUP6-2	3	0.223363419377058
UNMC-69	3	-0.0211741185520907
SPECS-3157	3	0.0171550668724313
GROUP5-4	3	0.21554020982985
IA68	3	0.279048432277376
GROUP7-11	3	0.155040731837087
UNMC-55	3	-0.115701000866495
IA1147	3	0.369322258749098
GROUP4-6	3	-0.132920170638683
UNMC-8	3	0.0598651583564966
SC02-11	3	0.190762219609232
GROUP4-11	3	-0.0217096702541523
HUMC-10	3	0.391238162163483
GROUP7-19	3	-0.337066373122336
IA-02	3	0.0690042930484548
GROUP7-3	3	0.408515254705598
HUMC-7	4	0.0217544937117484
UNMC-33	4	0.296773121971432
IA04	4	0.0419355164927641
HUMC-15	4	0.151627328820935
M47-029	4	0.197855345875537
MCL-37	4	0.0825023885440591
MCL-40	4	0.290803181838132
UNMC-20	4	0.222631662252414
IA4227	4	-0.192060746943365
UNMC-48	4	0.359207539038146
GROUP7-6	4	0.353133295496532
UNMC-47	4	0.36271593958617
UNMC-87	4	-0.00952629220793712
GROUP7-9	4	0.163257885964986
GROUP7-20	4	0.115650884877406
HUMC4	4	0.287007789488533
IA2084	4	0.0599499496369499
IA4203	4	0.180863038672435
SPECS-3164	4	0.0591083040373334
MCL-126	4	0.0500834026773437
UNMC-7	5	-0.259169119071988
M47-024	5	0.208996700035461
SPECS-3155	5	0.074308103090034
SPECS-1917	5	0.0434227826484254
SPECS-3158	5	0.120001346149157
MCL-42	5	0.182237525535928
GROUP5-10	5	0.0557464087265724
UNMC-79-C1	5	0.0240332086347802
GROUP5-1	5	0.0173548598152044
WCM045	5	0.0677307183217671
S06-166	5	-0.19312008754922
S89-9	5	0.0591240543174745
UNMC-71-A5	5	0.0223883588158721
WCM041	5	0.273486962990188
S92-5	6	0.0760688067693138
UNMC-62	6	0.295309372919282
IA2852	6	0.173999564938468
MCL-14	6	0.338742906500512
UNMC-86	6	0.331994654726098
M47-3	6	0.360982794372076
GROUP4-3	6	0.222063505779011
S87-4	6	0.0137790405508216
SC08-2	6	0.367185788660845
IA2334	6	0.306470791890603
MCL-122	6	0.0531720475993631
MCL-25	6	0.120321508914165
GROUP5-9	7	0.0390546363666975
GROUP4-2	7	0.0932967587045028
GROUP7-17	7	-0.0884209324605246
SC86-6	7	0.0862840123309794
IA4885	7	0.127597085444523
UNMC-61	7	0.162167718981179
UNMC-24	7	0.428669369208961
M47-023	7	0.326573388691376
S08-1	7	-0.103682113800717
UNMC-84	7	0.0205667322552732
M47-022	7	0.146576307258431
BC04	7	0.0423917245269493
HUMC-9	7	-0.164929282723887
GROUP7-22	7	0.400692188041373
UNMC-51	7	0.208796605869171
GROUP4-8	7	0.158554498551523
GROUP5-8	7	0.0238776567890348
