Hybridization REF	p	difference	q	subclass
Composite Element REF	p	difference	q	subclass
AMPLIFICATION-3Q22.1-3Q22.3	7.42986324336114e-10	1.26346153846154	1.3002260675882e-08	1
AMPLIFICATION-3Q23-3Q29	8.5403418384159e-12	1.21442307692308	2.98911964344556e-10	1
AMPLIFICATION-8Q23.2-8Q24.21	0.00976721280398055	0.477884615384615	0.0713809045910205	1
DAZAP1	0.0133633708522555	-0.075	0.0779529966381571	1
SAMHD1	0.00733714827278625	-0.0875	0.0713809045910205	1
DELETION_17P11.2	0.0199626254065082	-0.197115384615385	0.099813127032541	1
ATM	0.0101972720844315	-0.257692307692308	0.0713809045910205	1
DELETION_11Q22.3	1.54727910897513e-09	0.584615384615385	5.41547688141296e-08	2
ATM	5.33699668310388e-06	0.506730769230769	9.33974419543179e-05	2
DELETION_13Q14.2	0.0146911724300404	0.278846153846154	0.0395531565424165	2
DELETION_19P13.3	0.0173025382185465	0.276923076923077	0.0432563455463662	2
TET2	0.044785067237582	-0.05	0.0922045501950218	2
PCLO	0.0243918804410162	-0.0625	0.0533572384647229	2
CARD11	0.00733714827278625	-0.0875	0.0214000157956266	2
S1PR1	0.00733714827278625	-0.0875	0.0214000157956266	2
RAD50	0.00220625233134308	-0.1125	0.00965235394962597	2
AMPLIFICATION_18Q21.33	0.00673502802420947	-0.125	0.0214000157956266	2
UBR5	0.0198514071584814	-0.136538461538462	0.0463199500364566	2
TP53	5.40121610306072e-05	-0.1875	0.000630141878690417	2
DELETION_9P21.1	0.00165734981188255	-0.199038461538462	0.00828674905941275	2
DELETION_TP53	0.0012698675269554	-0.224038461538462	0.0074075605739065	2
DELETION_8P23.3	0.00442441838276647	-0.247115384615385	0.0172060714885363	2
AMPLIFICATION-3Q22.1-3Q22.3	0.00105754736433239	-0.469230769230769	0.00740283155032673	2
AMPLIFICATION-3Q23-3Q29	0.000102283915825837	-0.518269230769231	0.000894984263476074	2
DELETION_TP53	8.61277700314698e-06	0.923076923076923	0.000173564567826005	3
TP53	0.000246854975373749	0.611721611721612	0.00287997471269374	3
DELETION_17P13.3	9.91797530434314e-06	0.580952380952381	0.000173564567826005	3
ANK2	0.0245117352059073	-0.0549450549450549	0.0779918847460687	3
KMT2C	0.0134805483949578	-0.0659340659340659	0.0471819193823523	3
DAZAP1	0.0134805483949578	-0.0659340659340659	0.0471819193823523	3
CARD11	0.00743728092880808	-0.0769230769230769	0.0325381040635353	3
S1PR1	0.00743728092880808	-0.0769230769230769	0.0325381040635353	3
SAMHD1	0.00743728092880808	-0.0769230769230769	0.0325381040635353	3
CCND1	0.00124694783793621	-0.10989010989011	0.00872863486555347	3
HLA-C	0.00124694783793621	-0.10989010989011	0.00872863486555347	3
HLA-C	0.0172026275934196	0.356043956043956	0.0501743304808072	4
RAD50	0.0390239146877237	0.289377289377289	0.0758798341150183	4
TET2	0.0448759268694598	-0.043956043956044	0.0826661810753207	4
PCLO	0.0245117352059073	-0.0549450549450549	0.0536194207629222	4
ANK2	0.0245117352059073	-0.0549450549450549	0.0536194207629222	4
KIAA1671	0.0134805483949578	-0.0659340659340659	0.0428926539839566	4
KMT2C	0.0134805483949578	-0.0659340659340659	0.0428926539839566	4
BORCS8-MEF2B	0.00743728092880808	-0.0769230769230769	0.0325381040635353	4
SAMHD1	0.00743728092880808	-0.0769230769230769	0.0325381040635353	4
DELETION_15Q26.2	0.000110238081202601	-0.153846153846154	0.000964583210522759	4
