SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
MCL-28	1	-0.0624010358429011
UNMC-59	1	-0.0511622951464853
UNMC-18	1	0.0543535854116456
WCM062	1	0.253453862512435
HUMC3	1	-0.106248032569836
MCL-138	1	0.133931375670941
S03-3	1	0.0719506047013408
MCL-33	1	0.0642585703357584
GROUP7-13	1	-0.0789570001692182
GROUP6-4	1	0.125099262723534
UNMC-28	1	-0.0462572178450821
UNMC-90	1	0.00967019253228076
UNMC-64	1	0.0752809489570964
GROUP7-2	1	0.0441019611147116
UNMC-23	1	0.0416500205236805
UNMC-31	1	0.306032504753092
GROUP7-5	1	0.0242012277427282
HUMC1	1	-0.0520320403607402
MCL-61	1	-0.128997512440591
GROUP5-3	1	0.059261930941267
GROUP4-5	1	0.276986720874489
HUMC-12	1	0.0339504164590184
UNMC-88	1	0.0953208350241774
UNMC-39	1	0.172145797121115
GROUP5-2	1	0.0842158232414556
GROUP4-10	1	-0.119561294525436
HUMC-8	2	-0.0390000505002635
GROUP4-9	2	-0.0901634802741046
GROUP7-1	2	-0.257312581378417
M47-027	2	0.244923365615405
HUMC-15	2	0.151358161482611
GROUP4-2	2	-0.185961717951304
GROUP7-17	2	0.411335784977983
M47-029	2	0.12097812768855
IA2268	2	0.198266922231015
GROUP4-4	2	0.114917988076156
MCL-40	2	0.395908321728022
MCL-42	2	0.0638539496924801
IA68	2	0.0210814256860797
UNMC-6	2	0.264771726209024
SC86-6	2	0.232234838877936
IA4885	2	0.0904471046292188
UNMC-55	2	-0.148988995217301
GROUP7-9	2	0.229454897099323
GROUP7-14	2	0.0976789311932056
HUMC5	2	-0.0546041868353909
UNMC-24	2	-0.185987890045951
M47-023	2	-0.129888276593985
GROUP5-5	2	0.18567713625415
S08-1	2	0.103407421184167
UNMC-84	2	0.189989674729814
M47-022	2	0.00424728326960217
BC04	2	0.0636790608740539
UNMC-51	2	-0.0936711234164387
M47-025	2	-0.0532110387964222
IA834	2	0.299541735034472
IA-02	2	-0.18228256739799
MCL-45	2	-0.019434435470466
UNMC-81	3	0.313864873390972
GROUP7-15	3	-0.0793164144643183
MCL-38	3	0.000882124721098277
MCL-98	3	-0.0787549347434087
MCL-128	3	0.312416604043387
MCL-35	3	-0.0671195540749353
UNMC-8	3	0.0330537558610435
GROUP6-1	3	-0.259242243631857
MCL-71	3	-0.0641807254624586
GROUP5-7	3	-0.123040399198393
MCL-24	3	0.281667323071655
UNMC-37	3	-0.0574983474085509
MCL-109	3	0.233320211568485
SC01-10	3	-0.208326914540367
HUMC-7	4	0.117546090163836
UNMC-16	4	0.343556254710855
UNMC-33	4	-0.07699203301673
UNMC-47	4	-0.00366415983605018
GROUP7-20	4	-0.0353207979712062
HUMC4	4	0.125739532842575
IA4203	4	0.198899228231215
WCM045	4	-0.249435152324685
UNMC-7	5	0.0421278776684734
M47-024	5	0.0972574432355392
SPECS-3155	5	-0.00903057268888575
SPECS-1917	5	0.516819216359393
GROUP4-1	5	-0.0812288427431741
SPECS-3158	5	-0.0759423831947692
GROUP5-10	5	-0.00930716433080402
UNMC-79-C1	5	0.112907955244291
UNMC-61	5	0.224908693746932
MCL-75	5	-0.0438352392007457
GROUP5-1	5	0.10887751054813
S87-4	5	0.224489504676745
S06-166	5	0.0424103957468317
S89-9	5	0.209211868964469
UNMC-71-A5	5	0.0912736302206553
WCM041	5	0.194018956568471
S92-5	6	0.30447076909928
GROUP5-9	6	-0.349457627081582
IA2852	6	0.47791286569882
MCL-14	6	-0.0397682522738624
UNMC-86	6	0.190967689119955
UNMC-44	6	-0.0883672794892444
HUMC-9	6	-0.224270116328879
GROUP7-22	6	0.116323412570097
M47-3	6	0.150568988607229
GROUP4-3	6	0.027042570318226
UNMC-85	6	0.103654068311192
SC08-2	6	-0.149348290762942
IA2334	6	0.116349202308881
MCL-122	6	-0.0641939411174353
GROUP7-19	6	-0.14149645909596
GROUP5-8	6	0.153770322396817
MCL-146	6	-0.013633393526361
UNMC-68-A2	7	-0.0100588489128067
SPECS-3163	7	-0.125203583814429
UNMC-5	7	-0.0634549866963346
S94-7	7	0.263490918770041
IA04	7	0.195353400568745
IA1857	7	-0.0459992759831001
UNMC-62	7	-0.0143351268774358
GROUP5-6	7	0.13137588981611
GROUP4-7	7	0.0627720026351909
M22-51	7	0.14519784029334
HUMC-6	7	-0.124743816348072
MCL-37	7	0.269386893719771
UNMC-20	7	0.313696181006806
GROUP6-3	7	0.0278431761170851
MCL-39	7	0.0258416017228964
GROUP7-6	7	0.108484516848641
IA2745	7	0.182441464316262
MCL-126	7	-0.0504744118013912
WCM032	8	0.198472314919089
GROUP6-2	8	0.272752756834662
UNMC-69	8	0.0695130061475985
IA4227	8	4.40780730731731e-05
SPECS-3157	8	-0.340873913364309
UNMC-48	8	-0.00283132964603364
GROUP5-4	8	-0.0475779933195059
GROUP7-11	8	0.021369537161868
UNMC-87	8	0.597126512113853
IA2084	8	0.462548942657391
IA1147	8	-0.252482728495733
GROUP4-6	8	-0.0346983938951633
SC02-11	8	0.0200241719734854
GROUP4-8	8	0.0510668390095827
UNMC-97	8	0.192167937703948
GROUP4-11	8	0.448742217762816
MCL-25	8	0.279646247870674
HUMC-10	8	0.033329912634971
SPECS-3164	8	-0.00772153999738743
GROUP7-3	8	0.330599937986666
