SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
MCL-28	1	0.290393717381122
UNMC-18	1	-0.170650342492864
GROUP7-15	1	-0.0940791239907386
MCL-38	1	-0.241050732318849
MCL-98	1	0.312521029878318
UNMC-28	1	0.127797073964259
IA2745	1	0.0114374357078079
IA2084	1	-0.123067025589174
MCL-128	1	-0.0596151608620052
GROUP7-14	1	0.178850793880288
GROUP7-2	1	0.0555148331127569
MCL-35	1	0.266329897274446
GROUP6-1	1	0.305446173314925
UNMC-23	1	-0.0739104727538147
MCL-71	1	0.48667980625258
UNMC-44	1	-0.0658510713526855
GROUP5-3	1	0.325149734843919
GROUP5-7	1	0.141146407685638
UNMC-88	1	0.125677482181389
MCL-24	1	0.215102591425925
UNMC-37	1	0.429363235664486
MCL-45	1	-0.0481524349325629
MCL-109	1	0.212413946039416
SC01-10	1	0.122660402354225
UNMC-59	2	-0.0947715867905544
UNMC-16	2	-0.202330277911911
WCM062	2	0.195236671824568
UNMC-5	2	-0.110256240094959
HUMC3	2	-0.314575030623043
S03-3	2	-0.0703124780478665
GROUP7-13	2	0.426089379889987
GROUP6-4	2	0.129847495738369
UNMC-90	2	0.519860077466728
UNMC-64	2	0.0233346846821766
UNMC-31	2	-0.0262282526936614
MCL-61	2	0.0174258456812575
GROUP4-5	2	0.591463174689311
HUMC-12	2	0.145620478949583
UNMC-39	2	-0.110000586579232
GROUP5-2	2	0.00435011711628931
HUMC-8	3	0.00324505257415343
UNMC-33	3	0.252817158051628
GROUP4-9	3	0.0617771611176252
GROUP7-1	3	-0.00446593541378383
M47-027	3	0.0396464453985255
IA04	3	0.012746629654802
IA1857	3	-0.164787290443105
GROUP5-9	3	0.323845295451726
GROUP4-2	3	0.220310729136805
IA2852	3	0.0549718945601684
GROUP5-6	3	-0.115984857158885
GROUP7-17	3	0.111853450513677
M47-029	3	0.171252512949043
M22-51	3	-0.148253955494708
HUMC-6	3	-0.303130031033895
MCL-14	3	0.0821824030602595
MCL-37	3	0.280827773199827
GROUP4-1	3	0.0616127007928047
GROUP4-4	3	0.0758957376563665
MCL-40	3	0.199387190945737
UNMC-20	3	0.0933604505486749
MCL-39	3	0.15799741390642
UNMC-48	3	0.307937918886218
GROUP7-6	3	0.155580100534503
HUMC5	3	-0.0355300645163216
GROUP7-22	3	-0.210648550766707
M47-3	3	-0.312882353491077
UNMC-85	3	-0.174508764687124
SC08-2	3	0.211913689919777
IA2334	3	-0.110874785806051
SPECS-3164	3	0.159339014768234
UNMC-71-A5	3	0.0528999256499767
IA-02	3	-0.108497237240954
UNMC-81	4	0.147900700137701
WCM032	4	-0.126692806324139
GROUP5-4	4	-0.0648880788586525
IA68	4	0.314634909014811
GROUP7-11	4	-0.105945494664811
UNMC-6	4	-0.0763816818741823
UNMC-55	4	0.335554737315905
GROUP4-6	4	-0.103679740030068
UNMC-8	4	-0.00626023729256229
SC02-11	4	0.094660366662122
UNMC-97	4	0.59208892219626
GROUP4-11	4	0.382646550153559
GROUP7-19	4	0.0994303043279662
GROUP7-3	4	0.277112875139275
HUMC-7	5	0.189883941039987
S92-5	5	0.612512772379016
UNMC-62	5	0.177541087045601
UNMC-47	5	0.0713192189637109
UNMC-87	5	-0.0452728701709438
GROUP7-20	5	0.0423488975258424
GROUP5-10	5	-0.125632645708587
HUMC4	5	-0.073227203811035
IA4203	5	-0.208457727168544
UNMC-86	5	0.38443606438938
GROUP5-1	5	0.418336470388123
GROUP5-5	5	0.521882323303339
IA4289	5	0.0295809257181016
GROUP4-3	5	-0.254816790503181
GROUP7-5	5	0.0396533291594946
GROUP4-8	5	-0.122421697394696
HUMC1	5	0.406393125951943
MCL-122	5	0.123359856253854
GROUP5-8	5	0.347126508909204
UNMC-7	6	0.0110554659352896
HUMC-15	6	0.20895507769586
MCL-42	6	-0.261272326172674
SC86-6	6	0.0274236790606536
IA4885	6	0.0919195257596728
UNMC-79-C1	6	-0.128901341745113
UNMC-24	6	-0.0527109599486273
M47-023	6	-0.173501701861903
S08-1	6	0.111476332636836
UNMC-84	6	0.00373387174396074
M47-022	6	0.0952695944787319
BC04	6	0.218096977487141
HUMC-9	6	0.315531207658024
UNMC-51	6	0.0261877172061518
UNMC-68-A2	7	-0.235506866548019
M47-024	7	0.334230263530809
SPECS-3163	7	0.0934628989582472
S94-7	7	0.0449558139021963
SPECS-3155	7	0.170548809062588
GROUP6-2	7	0.400169445980779
SPECS-1917	7	0.492412723036267
SPECS-3158	7	-0.236553377800949
UNMC-61	7	0.120066354623999
S87-4	7	0.135893636265473
S06-166	7	-0.0491921535606218
S89-9	7	0.216678205474865
M47-025	7	0.101691702329643
IA834	7	0.285456545649154
HUMC-10	7	0.051425273033804
WCM041	7	0.0889383812229471
MCL-126	7	-0.131735559751979
MCL-138	8	-0.29001472343336
GROUP4-7	8	0.107961273910488
MCL-33	8	-0.136118877763108
IA2268	8	0.630919375540778
UNMC-69	8	0.45849974690703
IA4227	8	-0.31445035635778
GROUP6-3	8	0.0135494590401981
SPECS-3157	8	0.326450787652883
GROUP7-9	8	0.227175362541759
IA1147	8	0.289181035493023
MCL-75	8	0.580646444672854
WCM045	8	0.422774945224526
MCL-25	8	0.261440054738972
GROUP4-10	8	0.164980266619265
