SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
MCL-28	1	0.414436704332714
SPECS-3155	1	-0.0642168392488596
GROUP7-15	1	0.22070301709252
MCL-38	1	-0.304175167588858
MCL-98	1	-0.356824335435156
UNMC-28	1	0.172870785640405
GROUP7-11	1	-0.085830212113872
UNMC-64	1	-0.17009171003291
IA2745	1	0.178973547140091
IA2084	1	0.0215154605241119
MCL-128	1	0.26495182339343
GROUP7-14	1	0.109729979028487
GROUP7-2	1	0.0369930168622549
MCL-35	1	-0.135659194054625
GROUP6-1	1	0.145065010679472
UNMC-23	1	0.162627940609494
MCL-71	1	-0.0216380081231491
GROUP5-3	1	0.0815464116567775
GROUP5-7	1	0.240172972792223
GROUP4-5	1	0.355319225211803
MCL-24	1	0.456651897002776
UNMC-37	1	0.0383675848536545
MCL-45	1	0.0827453223022326
MCL-109	1	0.201801328841857
SC01-10	1	0.130845562995663
UNMC-59	2	-0.140107331331847
UNMC-68-A2	2	0.138547979501322
M47-024	2	0.223551568459699
IA04	2	-0.229016083651819
IA4227	2	0.0176126164091048
GROUP5-1	2	0.00513996747504196
UNMC-8	2	0.0690425970451267
IA4289	2	0.491500946708864
HUMC-8	3	0.191925994310275
UNMC-18	3	0.045897322060838
WCM062	3	0.0797147413332457
GROUP4-9	3	0.498104641883052
SPECS-3163	3	0.0203989063501798
UNMC-5	3	-0.254412317537897
GROUP7-1	3	0.210106295798414
M47-027	3	0.247205710665626
HUMC3	3	0.227429347695708
GROUP4-2	3	0.104227743075802
UNMC-62	3	0.0587899078107759
SPECS-1917	3	0.0324078225770459
IA2852	3	-0.0293674115991098
GROUP5-6	3	-0.122342394143722
GROUP7-17	3	0.234522907469811
M22-51	3	-0.0171928838225838
HUMC-6	3	0.106073990195495
S03-3	3	-0.0863767217045512
MCL-14	3	0.180415339308197
MCL-37	3	0.0684562196466024
GROUP4-4	3	0.210344370916772
UNMC-20	3	-0.322373958261422
MCL-39	3	0.0198594582048719
UNMC-90	3	0.318750603555683
GROUP7-6	3	0.0668139696632488
HUMC5	3	0.273107448772856
MCL-61	3	0.096390548917702
IA834	3	0.290457339259773
HUMC-12	3	0.0482606253288052
UNMC-88	3	0.342833765469208
UNMC-39	3	0.0726535739527457
GROUP5-2	3	-0.0418563483197869
MCL-126	3	0.303611948985307
UNMC-81	4	-0.201568372098113
MCL-40	4	-0.0616618058670084
MCL-42	4	0.211655258090222
IA68	4	-0.204513460262331
SC86-6	4	0.296692298507256
IA4885	4	0.162586231432757
UNMC-55	4	-0.0901533507522431
UNMC-79-C1	4	0.288174711958733
M47-023	4	0.083900501005327
S08-1	4	0.310912630904722
UNMC-84	4	0.264671090879011
M47-022	4	0.037910979882887
BC04	4	-0.0163712599594355
UNMC-51	4	0.355339738846798
S06-166	4	0.17240087524765
SPECS-3164	4	0.0828284077006531
UNMC-71-A5	4	0.0279187980255682
HUMC-7	5	0.592114257464227
UNMC-16	5	0.361499476389721
UNMC-7	5	0.112355528087897
UNMC-33	5	0.343310653520914
UNMC-47	5	0.011527819404728
UNMC-87	5	0.572868832502076
GROUP7-9	5	0.275386755262312
GROUP7-20	5	-0.0104596318879179
GROUP5-10	5	0.127185150980645
HUMC4	5	0.00901071996550468
IA4203	5	0.0371298023496284
UNMC-24	5	-0.0644396345772446
GROUP4-3	5	-0.267427095381457
WCM045	5	0.178056309611663
GROUP7-5	5	0.201174436278047
GROUP4-8	5	0.537552520273068
HUMC1	5	0.240841600293519
S92-5	6	0.0895129329950284
WCM032	6	0.0536420644487051
GROUP5-9	6	-0.0222154786740147
UNMC-86	6	-0.340186024083607
HUMC-9	6	0.126042481998466
GROUP7-22	6	0.283046300300821
UNMC-85	6	0.391144005989905
SC08-2	6	0.308176058927213
S89-9	6	-0.243898293149528
S94-7	7	0.115021126773209
HUMC-15	7	0.223473713895264
GROUP6-2	7	-0.00764567281153022
MCL-138	7	-0.00256018214127411
GROUP4-7	7	-0.0554312263796868
MCL-33	7	0.0569618398524332
IA2268	7	0.112910416678072
GROUP4-1	7	0.0935178856618988
UNMC-69	7	-0.0611656524177637
SPECS-3158	7	0.158979513306072
GROUP6-4	7	0.116836668925964
GROUP6-3	7	0.239641906234435
SPECS-3157	7	-0.169228485224635
IA1147	7	0.274183713996085
UNMC-61	7	0.172105986844861
MCL-75	7	0.383877985332741
MCL-25	7	0.394381656880816
GROUP7-19	7	0.329817683259084
GROUP4-10	7	0.0707086793192372
IA1857	8	-0.0946739658627147
GROUP7-13	8	-0.142278663788667
UNMC-48	8	-0.432774644049282
GROUP5-4	8	0.0900043847817246
UNMC-6	8	0.0339943864810572
GROUP4-6	8	0.0106443250157046
SC02-11	8	0.0226460642081554
UNMC-31	8	-0.120757681372934
UNMC-97	8	0.0567416716681079
GROUP4-11	8	0.119316036794529
HUMC-10	8	-0.0589896318329732
IA-02	8	0.606189216544906
GROUP7-3	8	0.488223989445159
M47-029	9	-0.136411008615166
GROUP5-5	9	0.178399899336862
UNMC-44	9	0.243042563543441
M47-3	9	0.394450583059694
S87-4	9	0.231037678815794
MCL-122	9	0.527804795558794
M47-025	9	0.417950553149368
GROUP5-8	9	-0.0521454826565538
WCM041	9	0.12574226601877
MCL-146	9	0.259147009047546
