SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
MCL-28	1	0.340719648419846
UNMC-81	1	-0.304417924777804
UNMC-18	1	0.009985760750049
GROUP7-15	1	0.364875225559331
IA1857	1	0.356414338524796
GROUP4-2	1	0.112817142581636
MCL-38	1	0.133408215281903
MCL-98	1	-0.0865144099064099
UNMC-20	1	0.00138087653129676
GROUP6-4	1	0.143958831645536
UNMC-28	1	0.175962104461885
GROUP7-11	1	0.225830106898775
UNMC-55	1	0.125851255611444
IA2745	1	-0.172588401363298
IA2084	1	0.0710037902276169
MCL-128	1	0.0134059828868166
GROUP7-14	1	-0.0438542606634828
GROUP7-2	1	0.222093259429054
MCL-35	1	0.299467051174321
UNMC-8	1	-0.215311629882833
GROUP6-1	1	0.492955931528363
UNMC-23	1	0.0273209186655247
MCL-71	1	0.0939058885414983
UNMC-44	1	0.15412776754649
M47-3	1	-0.257791504538503
GROUP7-5	1	0.324439793277077
GROUP5-3	1	-0.0035219496275405
GROUP5-7	1	0.0827847309152361
MCL-24	1	0.352559990493049
UNMC-37	1	0.089847411987331
IA-02	1	-0.0392669410203859
MCL-109	1	-0.0845994213488752
SC01-10	1	0.484512183799503
UNMC-59	2	0.156657157530653
HUMC-8	2	0.00285476876815378
HUMC-7	2	0.163070909043647
UNMC-16	2	0.5797787312056
UNMC-33	2	0.213999466166635
WCM062	2	-0.217417305643966
GROUP4-9	2	0.0500957548768995
UNMC-5	2	0.0465015136844725
S94-7	2	0.10009479177255
GROUP7-1	2	-0.10745858057602
M47-027	2	-0.163616425312218
HUMC3	2	-0.0388832072709879
IA04	2	0.292883900551924
HUMC-15	2	-0.17479733184462
UNMC-62	2	0.267813722022785
SPECS-1917	2	0.159989754652064
IA2852	2	0.048138669266631
GROUP5-6	2	0.289195750767365
GROUP4-7	2	0.0727700362236705
GROUP7-17	2	0.0474896791281818
M47-029	2	0.120947400411683
M22-51	2	0.302991404665858
MCL-37	2	0.191254585425965
IA2268	2	0.307577151820826
GROUP4-1	2	0.0916334134102308
GROUP4-4	2	0.170560923675953
MCL-40	2	0.212809284417193
GROUP6-3	2	0.0270723815326728
MCL-39	2	0.049030396378316
UNMC-48	2	0.219106874445716
GROUP7-6	2	0.121791669023516
IA68	2	-0.0522268598376765
UNMC-6	2	0.321927723629825
GROUP7-9	2	-0.357919441570489
GROUP7-20	2	-0.122684342738943
HUMC4	2	0.196060729527087
HUMC5	2	0.130512489724401
MCL-75	2	0.105926958846386
UNMC-24	2	-0.0245901058670117
GROUP5-5	2	-0.104163527441118
S08-1	2	-0.0453704585444066
UNMC-84	2	0.0676450151901313
GROUP7-22	2	-0.181324651107569
HUMC1	2	0.391219070967801
M47-025	2	0.0935781651569
IA834	2	-0.0313020078585806
MCL-45	2	0.420027673783192
MCL-126	2	0.171944481681714
UNMC-7	3	-0.0201744100424201
S92-5	3	-0.0402964781857195
UNMC-68-A2	3	0.59260189280261
M47-024	3	0.26170910543168
SPECS-3163	3	0.172787902345771
SPECS-3155	3	0.314606980563597
GROUP5-9	3	0.155120111600587
MCL-14	3	0.473553626009573
SPECS-3158	3	-0.0375769753510034
IA4227	3	-0.114871804947065
UNMC-47	3	-0.0649448862661002
UNMC-87	3	0.0150799365620511
GROUP5-10	3	0.243949946359896
UNMC-79-C1	3	0.185552800156523
IA4203	3	0.310469279433105
UNMC-61	3	0.376781273879505
M47-023	3	0.48610774306054
UNMC-86	3	0.517139424938951
GROUP5-1	3	0.0103466817345774
IA4289	3	-0.0546974862376942
HUMC-9	3	-0.115784716690862
UNMC-51	3	-0.114424819786542
GROUP4-3	3	0.41287859434581
WCM045	3	0.182130186845106
GROUP4-8	3	0.421914507214071
S87-4	3	0.0690444195773056
UNMC-85	3	-0.00363171004383676
SC08-2	3	0.306116217408664
S06-166	3	-0.214346359144512
IA2334	3	0.0875233743077536
MCL-122	3	0.0442138747380792
S89-9	3	0.0317701611215988
GROUP5-8	3	0.159345353058723
SPECS-3164	3	-0.0195514967367937
UNMC-71-A5	3	0.147806549990801
WCM041	3	-0.0195820917661725
WCM032	4	0.220272205664148
GROUP6-2	4	0.214233265665713
MCL-138	4	-0.0192673043816429
HUMC-6	4	0.190088374690754
S03-3	4	-0.0391527567823744
MCL-33	4	0.0426651043080431
GROUP7-13	4	0.0485012120495905
UNMC-69	4	0.223463627972359
SPECS-3157	4	0.410053702629673
UNMC-90	4	0.232944261688824
GROUP5-4	4	-0.258173543316229
UNMC-64	4	0.150733430801257
IA1147	4	-0.0194745833996043
GROUP4-6	4	-0.209923619478508
SC02-11	4	-0.223714847311482
UNMC-31	4	0.0377958786573913
UNMC-97	4	0.161044560883507
MCL-61	4	0.0997817119287687
GROUP4-5	4	-0.0144560992008413
HUMC-12	4	-0.256493001633844
UNMC-88	4	-0.127164965692447
GROUP4-11	4	-0.0339042464679359
UNMC-39	4	0.0622792538361174
MCL-25	4	0.615452617694011
HUMC-10	4	0.505302265502599
GROUP7-19	4	0.279700337946431
GROUP7-3	4	0.232017318095521
GROUP5-2	4	0.186130847513496
MCL-42	5	-0.0720235894065252
SC86-6	5	-0.197654129318152
IA4885	5	0.562047391817415
M47-022	5	0.478523883605706
BC04	5	0.197980964967017
GROUP4-10	5	0.112662325951252
