Hybridization REF	p	difference	q	subclass
Composite Element REF	p	difference	q	subclass
AMPLIFICATION-3Q22.1-3Q22.3	5.385617726226e-05	1.12222222222222	0.0018849662041791	1
AMPLIFICATION-8Q23.2-8Q24.21	0.0152316946919744	0.663888888888889	0.106621862843821	1
NSD2	0.044868630998371	-0.0444444444444444	0.157040208494298	1
SAMHD1	0.0245020955512088	-0.0555555555555556	0.122510477756044	1
KMT2C	0.0245020955512088	-0.0555555555555556	0.122510477756044	1
NOTCH1	0.0134711129658071	-0.0666666666666667	0.106621862843821	1
AMPLIFICATION_13Q31.3	0.0317192086615835	-0.0888888888888889	0.129654808057343	1
DELETION_6Q21	0.0333398077861739	-0.170833333333333	0.129654808057343	1
WIDE_PEAK_1P21.2-22.1	0.00954585689745105	-0.35	0.106621862843821	1
AMPLIFICATION_17Q24.3	0.000204996424053045	-0.381944444444444	0.00358743742092829	1
DELETION_11Q22.3	1.05546338544889e-08	0.537719298245614	3.69412184907112e-07	2
ATM	9.96300650377816e-07	0.497368421052632	1.16235075877412e-05	2
DELETION_19P13.3	0.00149320566040295	0.35	0.0104524396228207	2
DELETION_13Q14.2	0.0162223351434913	0.258771929824561	0.0408476074165923	2
SPEN	0.0133120689997016	-0.0789473684210526	0.0388268679157963	2
NOTCH1	0.0133120689997016	-0.0789473684210526	0.0388268679157963	2
S1PR1	0.00729340429459569	-0.0921052631578947	0.0281921426045797	2
RAD50	0.00729340429459569	-0.0921052631578947	0.0281921426045797	2
DELETION_6Q21	0.0486709679983571	-0.15	0.106467742496406	2
UBR5	0.00805489788702277	-0.150877192982456	0.0281921426045797	2
TP53	0.00471889202017321	-0.164035087719298	0.0275268701176771	2
AMPLIFICATION_7P22.3	0.0448620584654572	-0.176315789473684	0.1046781364194	2
DELETION_TP53	0.0163390429666369	-0.22280701754386	0.0408476074165923	2
DELETION_9P21.1	1.40216082632588e-05	-0.223684210526316	0.000122689072303515	2
AMPLIFICATION-3Q22.1-3Q22.3	0.00710596439714346	-0.391228070175439	0.0281921426045797	2
AMPLIFICATION_17Q24.3	4.71373681143859e-07	-0.492982456140351	8.24903942001753e-06	2
TP53	8.3897857028147e-06	0.612554112554113	0.000293642499598515	3
DELETION_TP53	0.0126602861067151	0.402597402597403	0.0514980381015566	3
DELETION_17P13.3	0.0143592378736602	0.303030303030303	0.0514980381015566	3
SPEN	0.0291776158142896	0.215367965367965	0.0785551195000105	3
S1PR1	0.0393212468390211	0.203463203463203	0.0983031170975528	3
SAMHD1	0.0244392426967647	-0.0595238095238095	0.0712811245322304	3
KMT2C	0.0244392426967647	-0.0595238095238095	0.0712811245322304	3
NOTCH1	0.0134096393229407	-0.0714285714285714	0.0514980381015566	3
ANK2	0.0134096393229407	-0.0714285714285714	0.0514980381015566	3
BORCS8-MEF2B	0.00737665029998526	-0.0833333333333333	0.0514980381015566	3
DELETION_12P13.2	0.000666464732319879	-0.130952380952381	0.0116631328155979	3
AMPLIFICATION_15Q21.2	0.00373644816975754	-0.266233766233766	0.0410351612991134	3
ATM	0.0147137251718733	-0.272727272727273	0.0514980381015566	3
DELETION_11Q22.3	0.00468973271989867	-0.32034632034632	0.0410351612991134	3
AMPLIFICATION_17Q24.3	0.00154889283137418	0.559337214509628	0.0135528122745241	4
AMPLIFICATION_15Q21.2	0.0014800132040035	0.486341244961935	0.0135528122745241	4
UBR5	0.016913668188643	0.232422749664129	0.0538162169638641	4
NOTCH1	0.011555445533464	0.206896551724138	0.0466389371836066	4
SPEN	0.0133254106238876	-0.0779220779220779	0.0466389371836066	4
ANK2	0.0133254106238876	-0.0779220779220779	0.0466389371836066	4
BORCS8-MEF2B	0.00730477479964101	-0.0909090909090909	0.0426111863312392	4
AMPLIFICATION_13Q31.3	0.0315790974640046	-0.103896103896104	0.0850206470184739	4
TP53	2.74172928468223e-05	-0.207792207792208	0.000959605249638781	4
DELETION_13Q14.2	0.0285040570085906	-0.235109717868339	0.0831368329417226	4
DELETION_19P13.3	0.00956695807784225	-0.243170622480967	0.0466389371836066	4
DELETION_17P13.3	0.000108412112260001	-0.355575459023735	0.00189721196455002	4
AMPLIFICATION-3Q22.1-3Q22.3	0.00432426414433907	-0.373488580385132	0.0302698490103735	4
DELETION_6Q21	1.10783265961424e-43	0.865979381443299	3.87741430864984e-42	5
DELETION_6Q25.3	7.71601155290528e-05	0.765177548682703	0.00054012080870337	5
NSD2	0.0449163950327372	-0.0412371134020619	0.0873374347858779	5
SAMHD1	0.0245652534334403	-0.0515463917525773	0.05057552177473	5
KMT2C	0.0245652534334403	-0.0515463917525773	0.05057552177473	5
PCLO	0.0245652534334403	-0.0515463917525773	0.05057552177473	5
SPEN	0.0135329681463847	-0.0618556701030928	0.0338324203659617	5
NOTCH1	0.0135329681463847	-0.0618556701030928	0.0338324203659617	5
ANK2	0.0135329681463847	-0.0618556701030928	0.0338324203659617	5
S1PR1	0.0074821732589165	-0.0721649484536082	0.0238069149147343	5
RAD50	0.0074821732589165	-0.0721649484536082	0.0238069149147343	5
HLA-C	0.00414187262656124	-0.0824742268041237	0.0181206927412054	5
DELETION_12P13.2	0.000697651631115385	-0.11340206185567	0.00348825815557692	5
SMARCA4	0.000209606608782428	-0.134020618556701	0.0012227052178975	5
UBR5	6.18676307693972e-05	-0.154639175257732	0.00054012080870337	5
TP53	3.33510549666876e-05	-0.164948453608247	0.000389095641278022	5
DELETION_15Q26.2	3.33510549666876e-05	-0.164948453608247	0.000389095641278022	5
DELETION_13Q14.2	0.00646878487790736	-0.404352806414662	0.0238069149147343	5
