SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
MCL-28	1	0.344880509334621
UNMC-81	1	-0.096908354927094
UNMC-18	1	0.175316853490144
GROUP7-15	1	0.289029844485391
GROUP4-2	1	0.289684626221968
MCL-38	1	-0.209687786875014
MCL-98	1	-0.0735070972085015
S03-3	1	-0.142766220959022
GROUP4-1	1	-0.0999505058766327
GROUP7-13	1	-0.0708585724289661
UNMC-20	1	0.341537976307205
GROUP6-4	1	0.251657039114006
UNMC-28	1	-0.0628353232481262
UNMC-64	1	-0.196964197665904
MCL-128	1	0.0544454552772202
GROUP7-14	1	-0.0778875393997009
GROUP7-2	1	0.0100313941901241
MCL-35	1	0.28617851545443
UNMC-8	1	0.153567067026544
GROUP6-1	1	-0.0894045082163993
UNMC-23	1	0.345776938481128
MCL-71	1	0.0433380335143989
UNMC-44	1	0.192469306621744
UNMC-31	1	-0.101278987975326
MCL-61	1	-0.0363117074561913
GROUP5-3	1	-0.230312717962319
GROUP5-7	1	0.230068627175093
GROUP4-5	1	0.0679406744309774
HUMC-12	1	0.326845256161446
UNMC-88	1	0.0359405316116969
UNMC-39	1	-0.0329507289807376
GROUP5-8	1	0.0602215430693466
MCL-24	1	0.487318468063887
UNMC-37	1	-0.0264457956479059
IA-02	1	-0.02144929647722
GROUP5-2	1	0.21135120769706
MCL-109	1	0.486634278944065
SC01-10	1	0.158012491929725
UNMC-59	2	-0.0657137465199222
WCM062	2	0.0150555626714122
HUMC3	2	0.117687433356556
HUMC1	2	-0.00199622552872072
HUMC-8	3	-0.0859210864143888
UNMC-16	3	0.0968037897231156
GROUP4-9	3	-0.188860474953511
SPECS-3163	3	0.201963495683125
UNMC-5	3	0.20234478073609
S94-7	3	0.282485468988507
GROUP7-1	3	0.14858021120945
M47-027	3	0.289338263756891
GROUP5-9	3	0.243735533254219
IA2852	3	0.00290447891460542
GROUP5-6	3	-0.01967471731721
GROUP4-7	3	0.130509318197217
GROUP7-17	3	0.457342055078955
M47-029	3	-0.144963805054943
M22-51	3	0.233188226543487
HUMC-6	3	0.0711976738170318
MCL-14	3	0.0345579446461705
MCL-37	3	-0.0315998933969312
IA2268	3	0.116980029413472
GROUP4-4	3	-0.0571423659922748
MCL-40	3	0.260751230118861
MCL-39	3	0.0316761362469419
UNMC-90	3	0.090082430608235
GROUP7-6	3	-0.264019778023002
UNMC-6	3	-0.211983386949175
IA4885	3	-0.0866092992187957
UNMC-61	3	0.076441533460114
HUMC5	3	-0.143709435798505
M47-023	3	0.124702841299617
UNMC-86	3	0.173265325705422
GROUP5-5	3	0.0123093275313892
S08-1	3	-0.00682782608805941
UNMC-84	3	-0.0615709978829204
M47-022	3	0.288563741628144
GROUP7-22	3	-0.296220173944394
UNMC-85	3	-0.213015712582969
SC08-2	3	0.0549224637396435
M47-025	3	-0.123962656362226
IA834	3	0.158309348481801
GROUP7-3	3	0.0652503230556941
MCL-45	3	-0.0536542512763814
MCL-126	3	0.496593520690864
HUMC-7	4	0.366093815930519
UNMC-7	4	0.0375838109013192
UNMC-33	4	0.479118970406279
UNMC-68-A2	4	0.300020413698302
M47-024	4	0.330914985434183
MCL-138	4	0.0933515943147645
MCL-33	4	0.0450429835571336
IA4227	4	0.167850798733156
MCL-42	4	0.0585034541750395
SC86-6	4	0.00599224919997564
UNMC-47	4	0.192709251446002
UNMC-87	4	0.345892602215003
GROUP7-9	4	0.40155383622826
GROUP7-20	4	0.389577724399995
GROUP5-10	4	0.445251612074017
IA2745	4	0.0595032270642267
HUMC4	4	0.10223147749335
UNMC-79-C1	4	0.0452432462131951
IA2084	4	0.33135957359822
IA4203	4	-0.141813137365133
GROUP5-1	4	-0.0116340325589862
BC04	4	-0.0316445421499315
GROUP4-3	4	0.122332976953977
WCM045	4	-0.300666144473595
GROUP7-5	4	-0.00928621993456219
GROUP4-8	4	0.0923750922606804
UNMC-97	4	0.032977634220871
S06-166	4	0.344645897578046
IA2334	4	-0.178025323453806
GROUP4-11	4	-0.0379173203291266
MCL-25	4	-0.148692459603418
SPECS-3164	4	0.189298510969971
UNMC-71-A5	4	0.000713410927645233
WCM041	4	0.0356283990559941
MCL-146	4	0.108761450956759
S92-5	5	0.0814514453648564
SPECS-3155	5	-0.0860832610441514
WCM032	5	0.0111655805787803
IA04	5	0.00275192712107936
HUMC-15	5	0.313757919990145
IA1857	5	0.425118366568144
GROUP6-2	5	0.0139171243706177
UNMC-62	5	0.474478643351473
SPECS-1917	5	0.108781246275225
UNMC-69	5	0.157499828988027
SPECS-3158	5	0.380879203365611
GROUP6-3	5	0.492571636133018
SPECS-3157	5	0.0177335250597235
UNMC-48	5	0.103163456159075
GROUP5-4	5	0.00545756930807462
IA68	5	-0.111771469128187
GROUP7-11	5	-0.279145419911166
UNMC-55	5	0.105702855396801
IA1147	5	0.0284281651193143
GROUP4-6	5	-0.00424254378599213
MCL-75	5	0.556488336430211
UNMC-24	5	0.375690509179869
SC02-11	5	0.242545222270292
HUMC-9	5	-0.109570582307488
M47-3	5	-0.0721450588554661
UNMC-51	5	0.0590971424664552
S87-4	5	-0.154855677934422
MCL-122	5	0.520454945107368
S89-9	5	0.443672136103006
HUMC-10	5	0.115198372447241
GROUP7-19	5	0.0325833815534488
GROUP4-10	5	0.19725585646043
