Hybridization REF	p	difference	q	subclass
Composite Element REF	p	difference	q	subclass
AMPLIFICATION-3Q22.1-3Q22.3	6.27159554488138e-17	1.5	2.19505844070848e-15	1
AMPLIFICATION-3Q23-3Q29	4.73922898179463e-10	1.05681818181818	8.2936507181406e-09	1
SAMHD1	0.0448535160465257	-0.0454545454545455	0.15698730616284	1
DAZAP1	0.0134515801303663	-0.0681818181818182	0.0598889552424314	1
AMPLIFICATION_13Q31.3	0.0317004632146089	-0.0909090909090909	0.123279579167923	1
HLA-C	0.000676982200240853	-0.125	0.00473887540168597	1
UBR5	0.000200306329087711	-0.147727272727273	0.00203096319427523	1
AMPLIFICATION_18Q21.33	0.00128087627110002	-0.147727272727273	0.00747177824808345	1
DELETION_1P13.1	0.0136889040554129	-0.159090909090909	0.0598889552424314	1
AMPLIFICATION_15Q21.2	0.00023211007934574	-0.295454545454545	0.00203096319427523	1
DELETION_TP53	0.00188647183931882	0.69047619047619	0.0165066285940397	2
TP53	0.00310542663528164	0.498511904761905	0.0217379864469715	2
DELETION_13Q12.11	0.027608710412983	0.34077380952381	0.0966304864454405	2
DELETION_13Q14.2	0.0140861985471679	0.337797619047619	0.0547796610167641	2
SAMHD1	0.0449100182877028	-0.0416666666666667	0.1428955127336	2
DAZAP1	0.0135246986567618	-0.0625	0.0547796610167641	2
BORCS8-MEF2B	0.00747508726218034	-0.0729166666666667	0.0373754363109017	2
TET2	0.00413626369287672	-0.0833333333333333	0.0241282048751142	2
DELETION_6Q25.3	0.000113532656727482	-0.145833333333333	0.00132454766182062	2
DELETION_9P21.1	4.98352388440997e-06	-0.197916666666667	8.72116679771745e-05	2
DELETION_9P21.3	7.05547481544995e-07	-0.229166666666667	2.46941618540748e-05	2
DELETION_9P21.1	1.15788233994545e-05	0.657004830917874	0.000202629409490454	3
DELETION_9P21.3	2.12383056153367e-05	0.6243961352657	0.000247780232178928	3
AMPLIFICATION-8Q23.2-8Q24.21	0.00934457646012376	0.605072463768116	0.0467228823006188	3
DELETION_6Q25.3	0.00632521561666487	0.379227053140097	0.0368970910972117	3
SAMHD1	0.0448830562873425	-0.0434782608695652	0.157090697005699	3
ANK2	0.0245211575744128	-0.0543478260869565	0.0953600572338276	3
DAZAP1	0.0134897730195326	-0.0652173913043478	0.0590177569604551	3
HLA-C	0.000686639004143181	-0.119565217391304	0.00600809128625283	3
DELETION_1P13.1	4.74431109180095e-06	-0.206521739130435	0.000166050888213033	3
AMPLIFICATION_14Q32.33	0.00448759837915432	-0.31280193236715	0.0314131886540802	3
DELETION_1P13.1	0.000365297142621247	0.465909090909091	0.00335167661104561	4
DELETION_1Q21.1-1Q21.3	0.0140615273078942	0.306818181818182	0.0492153455776297	4
KMT2D	0.026467341869284	0.272727272727273	0.0712582281096108	4
WIDE_PEAK_1P21.2-22.1	0.0363952668737266	0.25	0.0849222893720287	4
HLA-C	0.0417108166433276	0.215909090909091	0.0912424114072791	4
ANK2	0.0244821336257593	-0.0568181818181818	0.0712582281096108	4
DAZAP1	0.0134515801303663	-0.0681818181818182	0.0492153455776297	4
BORCS8-MEF2B	0.00741249832827051	-0.0795454545454545	0.0370624916413526	4
AMPLIFICATION_13Q31.3	0.0317004632146089	-0.0909090909090909	0.0792511580365222	4
CARD11	0.000676982200240853	-0.125	0.00473887540168597	4
DELETION_9P21.1	0.0136889040554129	-0.159090909090909	0.0492153455776297	4
DELETION_11Q22.3	0.0184499324294703	-0.261363636363636	0.0587043304574055	4
AMPLIFICATION_15Q21.2	0.00023211007934574	-0.295454545454545	0.00335167661104561	4
AMPLIFICATION-3Q22.1-3Q22.3	0.00660551103943046	-0.375	0.0370624916413526	4
DELETION_13Q14.2	0.00038304875554807	-0.386363636363636	0.00335167661104561	4
AMPLIFICATION-8Q23.2-8Q24.21	4.80236125700307e-07	-0.409090909090909	1.68082643995107e-05	4
AMPLIFICATION_15Q21.2	0.0019617335975449	0.443498452012384	0.0173330567587615	5
AMPLIFICATION_14Q32.33	0.0212093887036967	0.354489164086687	0.0674844186026713	5
DELETION_11Q22.3	0.00324126949103547	0.304953560371517	0.0226888864372483	5
ATM	0.0184953401646676	0.246130030959752	0.0647336905763366	5
DAZAP1	0.0119897390367425	0.176470588235294	0.0466267629206653	5
SP140	0.0380100161933289	0.169504643962848	0.0886900377844341	5
NOTCH2	0.0447451145038253	-0.0526315789473684	0.0978799379771178	5
AMPLIFICATION_13Q31.3	0.0315662351881839	-0.105263157894737	0.0789155879704597	5
TP53	0.00465511636033831	-0.154798761609907	0.0271548454353068	5
DELETION_9P21.3	0.0235751328437079	-0.161764705882353	0.0687608041274814	5
DELETION_9P21.1	0.0104505305160851	-0.164860681114551	0.0457210710078723	5
KMT2D	0.0276996237233551	-0.171826625386997	0.0745759100244176	5
DELETION_TP53	0.00187752087838687	-0.28328173374613	0.0173330567587615	5
AMPLIFICATION-8Q23.2-8Q24.21	0.00600432476320069	-0.303405572755418	0.0300216238160034	5
AMPLIFICATION-3Q23-3Q29	0.00198092077242988	-0.436532507739938	0.0173330567587615	5
AMPLIFICATION-3Q22.1-3Q22.3	3.51719547630734e-05	-0.573529411764706	0.00123101841670757	5
