SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
MCL-28	1	0.474794380968146
UNMC-18	1	-0.0878031486317772
GROUP7-15	1	0.0421792869717411
MCL-38	1	-0.277794731802335
MCL-98	1	0.303129811623697
GROUP7-13	1	0.00287790492706099
UNMC-28	1	-0.0939950011287489
GROUP7-11	1	-0.202152847973926
UNMC-64	1	0.0716971835060559
MCL-128	1	-0.0256752911206283
GROUP7-2	1	0.133779490912131
MCL-35	1	0.0828811128403567
UNMC-8	1	0.0825504465848343
GROUP6-1	1	-0.202753817576342
UNMC-23	1	-0.0940064312515449
MCL-71	1	0.278363479121241
UNMC-44	1	0.114785187377993
UNMC-31	1	0.100370967835206
UNMC-97	1	0.104302241003638
MCL-61	1	-0.0703969409979386
GROUP5-7	1	0.31015529928206
GROUP4-5	1	0.198303189581778
HUMC-12	1	0.0445382918288578
UNMC-88	1	0.0755900517613858
UNMC-39	1	0.119728708734866
MCL-24	1	-0.165059749820114
UNMC-37	1	-0.0186679669757558
IA-02	1	-0.0377542239038976
GROUP7-3	1	-0.219096738517384
MCL-109	1	-0.0806593516944404
SC01-10	1	0.11351748021274
UNMC-59	2	-0.164171908911978
WCM062	2	0.331412257563291
UNMC-68-A2	2	0.242204776920351
UNMC-5	2	0.122997935056208
HUMC3	2	-0.0412725720443902
GROUP4-2	2	0.449511186356012
GROUP5-6	2	0.160785571808968
M22-51	2	0.0273516905588705
HUMC-6	2	0.171188365760094
S03-3	2	0.34229169037904
MCL-37	2	0.153351867467517
MCL-39	2	-0.137838369751326
UNMC-48	2	-0.0554092309548094
GROUP7-6	2	-0.080900877202763
IA2745	2	-0.0972083640460769
HUMC1	2	-0.0715531965308657
GROUP5-8	2	0.11421844502253
GROUP5-2	2	0.285217391375153
MCL-126	2	0.10119287067774
HUMC-8	3	-0.152117437648434
GROUP4-9	3	0.193307231955164
GROUP7-1	3	0.127664788546877
M47-027	3	0.107501363243167
IA04	3	-0.364216208653494
IA1857	3	0.057692799590513
UNMC-62	3	0.352479844356447
SPECS-1917	3	0.194031417931793
GROUP7-17	3	0.302642886915961
M47-029	3	0.207651853405583
GROUP4-4	3	-0.00271207948210082
MCL-40	3	0.129759531318997
UNMC-90	3	0.152774272765867
UNMC-6	3	-0.13213947956269
IA4885	3	-0.0371916152256343
GROUP7-9	3	0.296140193707776
GROUP7-14	3	-0.0760142727190662
HUMC5	3	-0.00745605054046495
M47-023	3	-0.0446867519693189
GROUP5-5	3	-0.18266262971391
UNMC-85	3	0.157901305237313
M47-025	3	0.265125668499307
IA834	3	0.116696020385479
MCL-45	3	0.228593459369686
UNMC-81	4	0.152662839764227
HUMC-7	4	0.275727826046838
UNMC-7	4	-0.203547536737296
S92-5	4	-0.00331510407104522
UNMC-33	4	0.162114388876925
IA68	4	-0.24128868941225
UNMC-47	4	0.132125429360013
UNMC-87	4	0.199431015302997
GROUP7-20	4	0.128149957160434
GROUP5-10	4	0.489813663155629
HUMC4	4	-0.310160024912668
IA2084	4	-0.124993614653548
IA4203	4	0.400489093202388
M47-022	4	0.206045584231591
GROUP7-5	4	0.30387735739768
GROUP4-8	4	0.25522894619356
GROUP5-3	4	0.0347543110478286
UNMC-16	5	0.187306085549072
S94-7	5	-0.0272815657215374
HUMC-15	5	0.121187026477804
GROUP6-2	5	0.194589393540695
MCL-138	5	0.380430508523585
GROUP4-7	5	0.360597159010165
MCL-33	5	0.415320713982067
IA2268	5	0.455405609032233
GROUP4-1	5	0.0313801381739151
UNMC-20	5	0.0586934215024252
UNMC-69	5	-0.125332528950779
SPECS-3158	5	-0.0924641795426361
GROUP6-4	5	0.347121806857533
GROUP6-3	5	-0.191559654194392
SPECS-3157	5	0.320705460716345
IA1147	5	0.198255625639193
UNMC-61	5	-0.0573125465887625
MCL-75	5	-0.304752478242241
SC02-11	5	0.0595527438040068
WCM045	5	0.0798868513118705
MCL-25	5	0.119214878726167
GROUP7-19	5	0.282365432581323
GROUP4-10	5	-0.123479070292897
M47-024	6	-0.000526648885959723
MCL-42	6	0.269237309913861
SC86-6	6	0.1579607641925
UNMC-55	6	0.114655334900507
UNMC-79-C1	6	0.32305526454882
S08-1	6	0.193678246690534
UNMC-84	6	0.00146419471797354
BC04	6	0.172989382888117
UNMC-51	6	0.130757400091625
S06-166	6	0.14488044010279
SPECS-3163	7	-0.224439678858924
SPECS-3155	7	0.336452470889661
IA2852	7	0.187955248849625
MCL-14	7	0.439303467365114
IA4227	7	0.100850009493662
UNMC-86	7	0.183166740739378
GROUP5-1	7	0.24787880414182
M47-3	7	0.493938231532128
GROUP4-3	7	0.128013808311165
S87-4	7	0.0447185250357771
SC08-2	7	0.115236284115727
IA2334	7	-0.216836921347662
MCL-122	7	-0.210124539636711
S89-9	7	0.105533878953508
GROUP4-11	7	-0.0296001081984121
HUMC-10	7	-0.079310547233763
SPECS-3164	7	0.548139342607735
UNMC-71-A5	7	0.460072922710486
WCM041	7	0.255120711949919
WCM032	8	0.137821524474676
GROUP5-9	8	0.241011126404742
GROUP5-4	8	0.26707689508423
GROUP4-6	8	-0.0083564828604371
UNMC-24	8	0.521436615241807
IA4289	8	0.548139342607735
HUMC-9	8	0.187955248849625
GROUP7-22	8	0.278737249728558
