SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
MCL-28	1	0.470358724092575
UNMC-18	1	-0.270266923109602
GROUP7-15	1	0.207419678907269
GROUP4-2	1	-0.261666869423773
MCL-38	1	0.281104543384351
MCL-98	1	0.15971871360464
S03-3	1	0.148482983816635
GROUP7-13	1	-0.0351635127142153
UNMC-28	1	0.078661220485324
GROUP7-11	1	0.0531721906457963
UNMC-64	1	0.305181491479204
IA2745	1	0.261301517552973
MCL-128	1	-0.122049835682235
GROUP7-14	1	-0.164461076461992
GROUP7-2	1	0.153432886141172
MCL-35	1	0.0208193528681745
UNMC-8	1	0.13209954319054
GROUP6-1	1	0.301041576145777
UNMC-23	1	0.282854554128993
MCL-71	1	-0.228442955558859
UNMC-44	1	0.408143702526997
M47-3	1	0.0155778083167478
UNMC-31	1	0.245532425380444
GROUP7-5	1	-0.0264257647342219
UNMC-97	1	0.0317729853119773
MCL-61	1	-0.253407024846432
GROUP5-3	1	0.016966403879497
GROUP5-7	1	-0.0769709202859059
GROUP4-5	1	0.253427870440843
HUMC-12	1	-0.0226487639594048
UNMC-88	1	0.110828557765869
UNMC-39	1	-0.0405468544372597
HUMC-10	1	0.396975445971506
MCL-24	1	0.314699037343717
UNMC-37	1	0.151495881774096
IA-02	1	0.15109891226732
GROUP7-3	1	0.445651111795527
GROUP5-2	1	0.301200597943756
MCL-45	1	-0.116639658317839
MCL-109	1	0.184022413130142
SC01-10	1	0.132944101473507
UNMC-59	2	0.0330282048434417
UNMC-81	2	0.15971871360464
HUMC-15	2	-0.0318089909121825
GROUP6-2	2	-0.0648141827927451
MCL-138	2	0.214732801290394
MCL-33	2	-0.0974871380424399
UNMC-20	2	0.220270830675317
UNMC-69	2	0.164692588724293
SPECS-3158	2	0.311737786893355
IA4227	2	-0.185091493990765
GROUP6-4	2	0.170976216627861
GROUP6-3	2	-0.0638562435113549
SPECS-3157	2	0.024981091106763
GROUP5-4	2	-0.336206644908368
IA68	2	-0.106219741336929
UNMC-87	2	0.343117630107853
IA2084	2	0.135878948710939
IA4203	2	0.290494737399904
IA1147	2	0.072641310926259
UNMC-61	2	0.22646601056811
MCL-75	2	-0.123881028091765
SC02-11	2	-0.116709875209753
GROUP4-8	2	-0.0812018593226575
GROUP4-11	2	0.000257792104689469
MCL-25	2	0.427866805886897
GROUP7-19	2	-0.378628904736975
GROUP4-10	2	-0.141309000678736
HUMC-8	3	0.00231560236577908
HUMC-7	3	-0.178729676610337
UNMC-16	3	0.0704144892963895
WCM062	3	0.138857579560034
GROUP4-9	3	-0.128170535270536
SPECS-3163	3	0.190465351129227
UNMC-5	3	-0.0561250100764938
S94-7	3	0.351369312734859
GROUP7-1	3	0.358062578098823
M47-027	3	0.21000188930773
SPECS-3155	3	0.0669859885051566
HUMC3	3	-0.278559298258119
SPECS-1917	3	-0.149251195087402
GROUP5-6	3	0.081205134806988
GROUP4-7	3	-0.0194935026999639
GROUP7-17	3	0.52598814404157
M47-029	3	0.358221411322727
M22-51	3	-0.00228126500295387
HUMC-6	3	0.425967934665136
MCL-14	3	0.159769285434959
IA2268	3	0.389489246998628
GROUP4-1	3	0.13872704223
GROUP4-4	3	0.106221057637194
MCL-40	3	0.0789387439391021
MCL-39	3	0.0456087827010815
UNMC-90	3	0.113169027632384
GROUP7-9	3	0.224445686347981
HUMC4	3	0.321211363367827
HUMC5	3	0.366716361460013
GROUP5-5	3	0.328343621061348
S08-1	3	0.388844558257525
UNMC-84	3	0.0601591705495037
S06-166	3	0.107192028526532
M47-025	3	0.0533976947412095
IA834	3	-0.0663254868091438
GROUP5-8	3	0.371013152037899
MCL-126	3	0.00440121724420782
UNMC-7	4	0.135564567179225
UNMC-33	4	0.0988532259863096
M47-024	4	0.00561557173846203
MCL-37	4	0.379088279430803
MCL-42	4	0.0824345984414105
UNMC-48	4	0.14858150207242
GROUP7-6	4	-0.0977926058921778
SC86-6	4	0.381384388943936
IA4885	4	0.115673268450515
UNMC-55	4	0.0594339117375728
UNMC-47	4	0.200115184160019
GROUP7-20	4	0.22620669158668
GROUP5-10	4	0.0178054785941481
UNMC-79-C1	4	0.143466627941317
GROUP4-6	4	-0.0366019869960593
UNMC-24	4	0.109538137773753
M47-023	4	0.0159749781259994
M47-022	4	0.14858150207242
BC04	4	0.176926938079003
UNMC-51	4	0.264258588106129
HUMC1	4	0.438431791968701
SPECS-3164	4	0.103494162871282
UNMC-71-A5	4	0.42487316309142
WCM041	4	0.291896608039132
S92-5	5	0.142669893466163
UNMC-68-A2	5	0.252613326958813
WCM032	5	0.511329524670048
IA04	5	0.11272371033963
IA1857	5	0.0857129337929756
GROUP5-9	5	0.117021990597927
UNMC-62	5	0.303213288624195
IA2852	5	-0.177003608492212
UNMC-6	5	-0.0900461015084088
UNMC-86	5	0.0592199440062349
GROUP5-1	5	0.0754805509270284
IA4289	5	0.52598814404157
HUMC-9	5	0.41800482754026
GROUP7-22	5	0.323508260722923
GROUP4-3	5	0.14487515064734
WCM045	5	-0.0742770734411477
S87-4	5	0.227528487457274
UNMC-85	5	0.134938859507016
SC08-2	5	0.495572241631495
IA2334	5	0.314106513122972
MCL-122	5	0.22620669158668
S89-9	5	0.0904487969607128
