SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
MCL-28	1	0.0698242947689867
M47-024	1	-0.2278714731346
MCL-138	1	-0.0652882272662237
S03-3	1	-0.225756701860776
MCL-33	1	-0.31156128704334
GROUP6-4	1	-0.0721865703036144
UNMC-64	1	0.0962276273614174
GROUP7-2	1	-0.0626688445396747
UNMC-31	1	-0.020442004840507
MCL-61	1	-0.0834687152063936
GROUP4-5	1	0.216430955573908
HUMC-12	1	0.234674027643616
UNMC-88	1	0.00820382471600128
UNMC-39	1	0.00718531550204982
UNMC-59	2	0.0566377250075406
WCM032	2	0.301177364283255
IA4227	2	-0.11774043810984
GROUP5-4	2	0.300183071027499
GROUP7-11	2	0.337994834076551
UNMC-6	2	-0.017099717610232
UNMC-87	2	0.425401476244208
GROUP7-9	2	0.0311195445747275
IA2084	2	-0.0534079916872354
GROUP4-6	2	0.108156578833721
UNMC-8	2	0.00709026767939893
HUMC-9	2	-0.205406029560279
GROUP4-8	2	0.158683301180262
UNMC-97	2	-0.121185980753045
GROUP4-11	2	-0.201486421838644
HUMC-10	2	0.0855146862317896
IA-02	2	-0.0134076247512873
GROUP7-3	2	-0.164098518520079
HUMC-8	3	0.369100102021037
UNMC-16	3	0.210718587258809
WCM062	3	0.200031733581056
GROUP4-9	3	0.114180397807895
UNMC-5	3	0.492219959267181
GROUP7-1	3	0.294850067253426
M47-027	3	-0.0898079888440796
HUMC3	3	0.452165520578041
IA04	3	0.0465751517231814
IA1857	3	0.0314626747354342
GROUP4-2	3	-0.128939205181518
UNMC-62	3	0.0975833065386535
GROUP5-6	3	0.160475634255525
GROUP4-7	3	0.139645880974695
GROUP7-17	3	0.098507754275728
M47-029	3	0.340091486251004
M22-51	3	-0.14833698560984
HUMC-6	3	-0.177008406535846
MCL-37	3	0.0237854642697304
IA2268	3	0.177889119268897
GROUP4-1	3	0.0520273790707328
GROUP4-4	3	0.0254614357656576
GROUP7-13	3	0.188496938803777
UNMC-20	3	0.153155470228516
GROUP6-3	3	0.0687876355339686
MCL-39	3	0.0847978163679631
UNMC-90	3	0.362385987742525
UNMC-48	3	0.0415142843464691
GROUP7-6	3	-0.162087706065303
HUMC5	3	0.112793148544671
HUMC1	3	0.332106250965526
IA834	3	-0.0759370326947127
GROUP5-8	3	-0.0553282874107388
GROUP5-2	3	-0.224745519999673
MCL-126	3	-0.33531794010827
UNMC-81	4	-0.0719267090763785
UNMC-18	4	0.213017531787177
UNMC-7	4	0.0675784713605026
GROUP5-9	4	0.0393805509212222
MCL-42	4	0.10755580139999
IA68	4	-0.0702985510128578
SC86-6	4	0.173864411434811
IA4885	4	0.287079083370491
UNMC-55	4	-0.000406063505907288
GROUP7-14	4	0.0684822331093257
UNMC-24	4	-0.0359948401973456
M47-023	4	0.0786662847288486
S08-1	4	-0.153976796100742
UNMC-84	4	0.130569369671474
M47-022	4	0.259605562546313
BC04	4	-0.00460862777813966
GROUP7-22	4	0.516318754038456
UNMC-51	4	-0.191612167819767
HUMC-7	5	-0.0864973610773975
S92-5	5	0.221371723229912
UNMC-33	5	0.14723715582793
UNMC-68-A2	5	0.517072600552976
SPECS-3163	5	0.302903204412112
S94-7	5	0.0678661263369386
SPECS-3155	5	0.0643288451240187
SPECS-1917	5	0.0336963690266949
UNMC-47	5	0.0546957548415021
GROUP7-20	5	-0.171048725078757
GROUP5-10	5	-0.109632935651081
HUMC4	5	0.385757226941907
UNMC-79-C1	5	0.374461155797586
IA4203	5	0.468174149586949
GROUP5-1	5	0.049195238778208
GROUP7-5	5	0.029948709668084
S06-166	5	0.077772149093369
GROUP5-3	5	0.165517953394361
GROUP5-7	5	-0.299818202382072
S89-9	5	0.0834249157725189
WCM041	5	0.276291508177642
GROUP7-15	6	-0.0415704137629878
MCL-38	6	-0.0974286398744531
MCL-98	6	-0.181595298110405
UNMC-28	6	0.106071771679554
IA2745	6	0.0934001032795637
MCL-128	6	0.018061612495214
MCL-35	6	0.326383258672371
GROUP6-1	6	-0.00547596408333601
UNMC-23	6	-0.0138136030921067
MCL-71	6	-0.198243795394016
IA4289	6	-0.0263848890187271
MCL-24	6	0.407906976965117
UNMC-37	6	-0.0852625160464385
MCL-109	6	-0.0191922170784721
SC01-10	6	0.0425161912527593
HUMC-15	7	-0.0130384249732857
GROUP6-2	7	0.196117662940693
UNMC-69	7	0.23211954772784
SPECS-3158	7	-0.143046596730475
SPECS-3157	7	-0.340750402425708
IA1147	7	0.160490016717669
UNMC-61	7	0.255841546474022
MCL-75	7	-0.111939990777658
SC02-11	7	-0.0920854752461407
WCM045	7	0.226921523197656
MCL-25	7	0.0826580864268796
GROUP7-19	7	0.145311940348674
GROUP4-10	7	0.359945321314033
MCL-45	7	0.0892995067346688
IA2852	8	-0.0699633552193875
MCL-14	8	-0.179613812014809
MCL-40	8	0.153379314773942
UNMC-86	8	0.0328969250533699
GROUP5-5	8	-0.265252678710706
UNMC-44	8	0.582570240594005
M47-3	8	0.435800437394649
GROUP4-3	8	-0.327067587723568
S87-4	8	-0.0643637624136901
UNMC-85	8	-0.119140031075843
SC08-2	8	0.245688879769532
IA2334	8	0.302903204412112
MCL-122	8	0.491066259470598
M47-025	8	0.582570240594005
SPECS-3164	8	0.206061724868903
UNMC-71-A5	8	0.239530930229282
